State,Survey Year,Age,Past Month Illicit Drug Use (total),Past Year Marijuana Use (total),Past Month Marijuana Use (total),Past Year Cocaine Use (total),Past Month Alcohol Use (total),Past Month Binge Alcohol Use (total),Past Month Cigarette Use (total),First Use of Marijuana (total),Past Month Illicit Drug Use Other Than Marijuana (total),Past Year Heroin Use (total),Past Year Methamphetamine Use (total),Past Year Misuse of Pain Relievers (total),Illicit Drug Use Disorder (total),Pain Reliever Use Disorder (total),Alcohol Use Disorder (total),Substance Use Disorder (total),Past Month Illicit Drug Use %,Past Year Marijuana Use %,Past Month Marijuana Use %,Past Year Cocaine Use %,Past Month Alcohol Use %,Past Month Binge Alcohol Use %,Past Month Cigarette Use %,First Use of Marijuana %,Past Month Illicit Drug Use Other Than Marijuana %,Past Year Heroin Use %,Past Year Methamphetamine Use %,Past Year Misuse of Pain Relievers %,Illicit Drug Use Disorder %,Pain Reliever Use Disorder %,Alcohol Use Disorder %,Substance Use Disorder %
Arizona,2019,18+,722.0,896.0,631.0,107.0,2915.0,1266.0,934.0,50.0,193.0,22.0,104.0,215.0,171.0,31.0,280.0,390.0,13.17,16.35,11.51,1.95,53.19,23.1,17.05,1.78,3.53,0.4,1.9,3.93,3.12,0.57,5.1,7.11
Arizona,2019,18-25,170.0,230.0,159.0,41.0,375.0,222.0,134.0,29.0,38.0,3.0,11.0,45.0,61.0,6.0,68.0,106.0,22.2,30.17,20.8,5.31,49.04,29.08,17.49,7.38,5.02,0.44,1.4,5.93,7.92,0.72,8.85,13.89
Arizona,2019,26+,552.0,666.0,472.0,67.0,2540.0,1044.0,801.0,21.0,155.0,18.0,93.0,170.0,110.0,26.0,212.0,283.0,11.71,14.11,10.01,1.41,53.86,22.14,16.98,0.81,3.29,0.39,1.98,3.61,2.34,0.55,4.49,6.01
Arkansas,2013,12+,194.0,235.0,138.0,32.0,1007.0,511.0,651.0,,,,,,,,,,7.99,9.69,5.69,1.31,41.44,21.02,26.82,,,,,,,,,
Arkansas,2013,12-17,21.0,30.0,13.0,1.0,26.0,16.0,18.0,,,,,,,,,,8.84,12.7,5.68,0.55,11.0,6.63,7.56,,,,,,,,,
Arkansas,2013,18+,173.0,205.0,125.0,30.0,981.0,495.0,634.0,,,,,,,,,,7.89,9.37,5.69,1.39,44.72,22.57,28.9,,,,,,,,,
Arkansas,2013,18-25,55.0,78.0,46.0,10.0,176.0,114.0,108.0,,,,,,,,,,17.31,24.34,14.28,2.99,55.1,35.91,34.02,,,,,,,,,
Arkansas,2013,26+,118.0,128.0,79.0,21.0,805.0,381.0,525.0,,,,,,,,,,6.29,6.82,4.23,1.12,42.96,20.31,28.02,,,,,,,,,
Arkansas,2014,12+,215.0,277.0,163.0,23.0,1035.0,506.0,696.0,,,,,,,,,,8.81,11.37,6.7,0.93,42.45,20.76,28.51,,,,,,,,,
Arkansas,2014,12-17,22.0,30.0,15.0,1.0,23.0,14.0,17.0,,,,,,,,,,9.31,12.79,6.22,0.41,9.9,5.95,7.13,,,,,,,,,
Arkansas,2014,18+,193.0,247.0,149.0,22.0,1012.0,492.0,679.0,,,,,,,,,,8.76,11.22,6.75,0.98,45.95,22.35,30.81,,,,,,,,,
Arkansas,2014,18-25,60.0,85.0,52.0,8.0,176.0,117.0,109.0,,,,,,,,,,18.7,26.53,16.21,2.54,55.03,36.63,34.1,,,,,,,,,
Arkansas,2014,26+,133.0,162.0,97.0,14.0,836.0,375.0,570.0,,,,,,,,,,7.07,8.62,5.15,0.72,44.4,19.93,30.25,,,,,,,,,
Arkansas,2015,12+,,284.0,176.0,26.0,1024.0,,681.0,26.0,,4.0,,,,,120.0,,,11.59,7.17,1.07,41.81,,27.81,1.84,,0.17,,,,,4.88,
Arkansas,2015,12-17,,29.0,15.0,1.0,22.0,,15.0,11.0,,0.0,,,,,7.0,,,12.14,6.46,0.48,9.34,,6.35,5.37,,0.07,,,,,2.76,
Arkansas,2015,18+,,256.0,161.0,25.0,1002.0,,666.0,15.0,,4.0,,,,,113.0,,,11.54,7.25,1.13,45.26,,30.1,1.23,,0.18,,,,,5.11,
Arkansas,2015,18-25,,86.0,54.0,9.0,165.0,,103.0,12.0,,1.0,,,,,31.0,,,27.06,16.93,2.89,51.6,,32.28,7.08,,0.42,,,,,9.64,
Arkansas,2015,26+,,169.0,107.0,16.0,838.0,,563.0,3.0,,3.0,,,,,82.0,,,8.93,5.62,0.84,44.2,,29.73,0.26,,0.13,,,,,4.34,
Arkansas,2016,12+,219.0,274.0,172.0,30.0,988.0,500.0,638.0,25.0,81.0,5.0,,121.0,63.0,20.0,123.0,164.0,8.9,11.14,6.98,1.23,40.14,20.29,25.9,1.72,3.3,0.2,,4.89,2.54,0.8,4.98,6.67
Arkansas,2016,12-17,18.0,25.0,13.0,1.0,21.0,12.0,13.0,10.0,8.0,0.0,,11.0,7.0,1.0,5.0,10.0,7.6,10.69,5.59,0.47,8.93,4.99,5.3,4.56,3.22,0.05,,4.67,3.07,0.6,2.14,4.16
Arkansas,2016,18+,201.0,249.0,159.0,29.0,967.0,488.0,625.0,15.0,74.0,5.0,,109.0,55.0,18.0,118.0,155.0,9.04,11.18,7.13,1.31,43.45,21.91,28.09,1.23,3.31,0.22,,4.92,2.48,0.82,5.28,6.94
Arkansas,2016,18-25,57.0,83.0,49.0,10.0,157.0,105.0,95.0,12.0,21.0,1.0,,26.0,18.0,3.0,31.0,42.0,17.97,26.24,15.49,3.15,49.43,32.92,29.9,6.71,6.47,0.45,,8.28,5.73,1.09,9.82,13.13
Arkansas,2016,26+,144.0,166.0,110.0,19.0,810.0,383.0,530.0,3.0,53.0,3.0,,83.0,37.0,15.0,86.0,113.0,7.55,8.68,5.74,1.01,42.45,20.08,27.79,0.31,2.78,0.18,,4.36,1.94,0.78,4.52,5.91
Arkansas,2017,12+,260.0,312.0,203.0,37.0,987.0,482.0,610.0,23.0,90.0,6.0,23.0,125.0,69.0,20.0,133.0,183.0,10.51,12.6,8.19,1.48,39.89,19.49,24.65,1.6,3.66,0.25,0.92,5.03,2.8,0.79,5.38,7.37
Arkansas,2017,12-17,18.0,26.0,14.0,1.0,21.0,11.0,12.0,10.0,7.0,0.0,1.0,10.0,7.0,1.0,5.0,10.0,7.57,10.87,5.81,0.51,8.92,4.59,4.86,4.61,3.14,0.05,0.26,4.11,3.12,0.53,2.12,4.1
Arkansas,2017,18+,242.0,286.0,189.0,35.0,966.0,472.0,599.0,13.0,83.0,6.0,22.0,115.0,62.0,18.0,128.0,173.0,10.82,12.78,8.44,1.58,43.17,21.06,26.74,1.1,3.71,0.27,0.99,5.13,2.76,0.82,5.73,7.72
Arkansas,2017,18-25,59.0,86.0,50.0,12.0,152.0,100.0,87.0,10.0,20.0,2.0,5.0,24.0,19.0,3.0,29.0,43.0,18.52,27.09,15.96,3.75,48.15,31.55,27.38,5.62,6.4,0.49,1.59,7.44,6.01,1.08,9.32,13.55
Arkansas,2017,26+,184.0,201.0,139.0,24.0,814.0,372.0,512.0,3.0,63.0,4.0,17.0,91.0,43.0,15.0,99.0,130.0,9.55,10.43,7.21,1.23,42.35,19.34,26.64,0.33,3.27,0.23,0.9,4.75,2.23,0.78,5.14,6.76
Arkansas,2018,12+,266.0,333.0,214.0,35.0,1011.0,496.0,603.0,24.0,90.0,6.0,22.0,116.0,76.0,18.0,132.0,190.0,10.69,13.4,8.6,1.4,40.63,19.95,24.22,1.63,3.61,0.24,0.89,4.64,3.06,0.71,5.31,7.65
Arkansas,2018,12-17,16.0,27.0,13.0,1.0,21.0,11.0,12.0,11.0,6.0,0.0,1.0,10.0,7.0,1.0,5.0,10.0,6.75,11.38,5.62,0.48,8.68,4.84,5.02,5.01,2.56,0.06,0.31,4.15,3.09,0.41,2.04,4.11
Arkansas,2018,18+,250.0,306.0,201.0,34.0,991.0,485.0,591.0,13.0,84.0,6.0,22.0,106.0,69.0,17.0,127.0,181.0,11.11,13.61,8.91,1.49,43.99,21.54,26.24,1.08,3.72,0.26,0.96,4.69,3.06,0.74,5.65,8.02
Arkansas,2018,18-25,59.0,84.0,51.0,12.0,150.0,95.0,78.0,10.0,20.0,2.0,5.0,24.0,24.0,3.0,29.0,45.0,18.76,26.85,16.2,3.73,47.8,30.3,24.79,5.92,6.43,0.58,1.55,7.51,7.61,1.08,9.27,14.33
Arkansas,2018,26+,191.0,222.0,150.0,22.0,840.0,390.0,513.0,3.0,64.0,4.0,17.0,82.0,45.0,13.0,98.0,136.0,9.87,11.46,7.73,1.13,43.37,20.12,26.48,0.29,3.29,0.21,0.86,4.24,2.32,0.69,5.06,6.99
Arkansas,2019,12+,236.0,338.0,211.0,28.0,1031.0,528.0,564.0,29.0,73.0,5.0,23.0,92.0,65.0,12.0,122.0,171.0,9.45,13.53,8.46,1.11,41.24,21.14,22.55,1.97,2.91,0.22,0.91,3.66,2.62,0.5,4.89,6.83
Arkansas,2019,12-17,15.0,27.0,14.0,1.0,20.0,11.0,8.0,11.0,5.0,0.0,1.0,8.0,7.0,1.0,4.0,9.0,6.52,11.2,5.82,0.36,8.41,4.66,3.56,5.02,2.25,0.03,0.24,3.28,2.9,0.38,1.56,3.63
Arkansas,2019,18+,221.0,312.0,198.0,27.0,1011.0,517.0,555.0,18.0,67.0,5.0,22.0,84.0,58.0,12.0,119.0,162.0,9.76,13.78,8.73,1.19,44.69,22.87,24.55,1.46,2.98,0.23,0.98,3.7,2.59,0.51,5.24,7.16
Arkansas,2019,18-25,54.0,82.0,49.0,10.0,152.0,92.0,70.0,12.0,15.0,1.0,3.0,21.0,21.0,2.0,26.0,38.0,17.14,26.25,15.8,3.05,48.66,29.61,22.42,7.27,4.94,0.39,1.1,6.66,6.62,0.8,8.17,12.01
Arkansas,2019,26+,167.0,230.0,148.0,17.0,859.0,425.0,485.0,5.0,52.0,4.0,19.0,63.0,38.0,9.0,93.0,125.0,8.58,11.78,7.6,0.89,44.05,21.79,24.89,0.51,2.67,0.21,0.96,3.23,1.94,0.46,4.78,6.39
California,2013,12+,3527.0,4384.0,2822.0,663.0,15611.0,6684.0,5147.0,,,,,,,,,,11.17,13.89,8.94,2.1,49.43,21.16,16.29,,,,,,,,,
California,2013,12-17,305.0,444.0,243.0,25.0,362.0,198.0,134.0,,,,,,,,,,9.8,14.25,7.8,0.79,11.6,6.36,4.31,,,,,,,,,
California,2013,18+,3222.0,3940.0,2579.0,639.0,15249.0,6486.0,5013.0,,,,,,,,,,11.32,13.85,9.06,2.24,53.57,22.79,17.61,,,,,,,,,
California,2013,18-25,1075.0,1519.0,965.0,278.0,2567.0,1591.0,1152.0,,,,,,,,,,24.12,34.08,21.64,6.23,57.56,35.68,25.83,,,,,,,,,
California,2013,26+,2147.0,2421.0,1614.0,361.0,12683.0,4895.0,3861.0,,,,,,,,,,8.94,10.08,6.72,1.5,52.83,20.39,16.08,,,,,,,,,
California,2014,12+,3671.0,4633.0,2942.0,683.0,16204.0,7173.0,4882.0,,,,,,,,,,11.48,14.49,9.2,2.14,50.68,22.44,15.27,,,,,,,,,
California,2014,12-17,320.0,463.0,269.0,28.0,370.0,197.0,113.0,,,,,,,,,,10.39,15.03,8.74,0.89,12.01,6.38,3.66,,,,,,,,,
California,2014,18+,3351.0,4170.0,2673.0,656.0,15834.0,6977.0,4769.0,,,,,,,,,,11.6,14.44,9.25,2.27,54.81,24.15,16.51,,,,,,,,,
California,2014,18-25,1059.0,1506.0,941.0,273.0,2577.0,1637.0,1073.0,,,,,,,,,,23.7,33.69,21.05,6.11,57.67,36.62,24.01,,,,,,,,,
California,2014,26+,2292.0,2664.0,1733.0,382.0,13257.0,5340.0,3696.0,,,,,,,,,,9.39,10.91,7.09,1.57,54.28,21.87,15.14,,,,,,,,,
California,2015,12+,,4936.0,3133.0,699.0,16688.0,,4801.0,394.0,,64.0,,,,,2122.0,,,15.25,9.67,2.16,51.54,,14.82,2.16,,0.2,,,,,6.55,
California,2015,12-17,,431.0,254.0,29.0,334.0,,94.0,153.0,,3.0,,,,,83.0,,,14.11,8.32,0.94,10.92,,3.09,5.89,,0.09,,,,,2.73,
California,2015,18+,,4505.0,2878.0,670.0,16354.0,,4706.0,241.0,,62.0,,,,,2038.0,,,15.36,9.82,2.28,55.77,,16.05,1.53,,0.21,,,,,6.95,
California,2015,18-25,,1459.0,915.0,263.0,2534.0,,976.0,184.0,,24.0,,,,,528.0,,,32.72,20.52,5.91,56.85,,21.9,8.17,,0.55,,,,,11.85,
California,2015,26+,,3046.0,1964.0,407.0,13820.0,,3730.0,57.0,,37.0,,,,,1510.0,,,12.25,7.9,1.63,55.58,,15.0,0.42,,0.15,,,,,6.07,
California,2016,12+,4097.0,5296.0,3429.0,790.0,16226.0,7822.0,4667.0,385.0,1302.0,77.0,,1530.0,1068.0,206.0,2088.0,2757.0,12.56,16.23,10.51,2.42,49.74,23.97,14.3,2.08,3.99,0.24,,4.69,3.27,0.63,6.4,8.45
California,2016,12-17,270.0,402.0,223.0,23.0,276.0,155.0,81.0,150.0,81.0,1.0,,106.0,120.0,17.0,71.0,154.0,8.89,13.23,7.33,0.75,9.08,5.1,2.66,5.68,2.67,0.04,,3.5,3.94,0.57,2.33,5.07
California,2016,18+,3827.0,4894.0,3206.0,767.0,15951.0,7667.0,4586.0,235.0,1220.0,76.0,,1423.0,949.0,188.0,2017.0,2603.0,12.94,16.54,10.84,2.59,53.91,25.91,15.5,1.48,4.12,0.26,,4.81,3.21,0.64,6.82,8.8
California,2016,18-25,1133.0,1495.0,1016.0,315.0,2380.0,1583.0,850.0,169.0,361.0,19.0,,353.0,346.0,38.0,468.0,659.0,25.75,33.98,23.09,7.16,54.1,35.97,19.32,7.57,8.21,0.43,,8.03,7.87,0.86,10.64,14.97
California,2016,26+,2694.0,3399.0,2190.0,452.0,13570.0,6084.0,3736.0,66.0,859.0,57.0,,1070.0,602.0,151.0,1549.0,1944.0,10.7,13.5,8.7,1.8,53.88,24.16,14.84,0.48,3.41,0.23,,4.25,2.39,0.6,6.15,7.72
California,2017,12+,4309.0,5713.0,3723.0,889.0,16575.0,7726.0,4383.0,401.0,1256.0,61.0,265.0,1413.0,975.0,166.0,1811.0,2459.0,13.11,17.39,11.33,2.71,50.45,23.52,13.34,2.12,3.82,0.19,0.81,4.3,2.97,0.51,5.51,7.48
California,2017,12-17,249.0,404.0,210.0,21.0,272.0,140.0,63.0,150.0,75.0,2.0,6.0,109.0,113.0,17.0,61.0,140.0,8.2,13.3,6.93,0.69,8.95,4.62,2.08,5.6,2.46,0.05,0.2,3.61,3.73,0.57,2.01,4.63
California,2017,18+,4060.0,5309.0,3513.0,868.0,16303.0,7585.0,4320.0,251.0,1181.0,59.0,259.0,1304.0,862.0,149.0,1750.0,2319.0,13.61,17.81,11.78,2.91,54.68,25.44,14.49,1.54,3.96,0.2,0.87,4.37,2.89,0.5,5.87,7.78
California,2017,18-25,1137.0,1579.0,1041.0,345.0,2320.0,1513.0,737.0,187.0,303.0,13.0,42.0,293.0,314.0,24.0,428.0,614.0,26.3,36.53,24.07,7.99,53.66,34.99,17.04,8.43,7.0,0.3,0.96,6.77,7.27,0.56,9.9,14.2
California,2017,26+,2923.0,3730.0,2473.0,523.0,13984.0,6073.0,3584.0,64.0,879.0,46.0,217.0,1011.0,547.0,125.0,1322.0,1705.0,11.46,14.63,9.7,2.05,54.85,23.82,14.06,0.45,3.45,0.18,0.85,3.97,2.15,0.49,5.18,6.69
California,2018,12+,4443.0,6091.0,3955.0,927.0,17110.0,8084.0,3990.0,468.0,1163.0,61.0,293.0,1260.0,977.0,172.0,1948.0,2559.0,13.44,18.43,11.97,2.8,51.77,24.46,12.07,2.56,3.52,0.18,0.89,3.81,2.96,0.52,5.89,7.74
California,2018,12-17,258.0,418.0,213.0,15.0,252.0,131.0,47.0,169.0,75.0,1.0,4.0,99.0,94.0,14.0,56.0,122.0,8.53,13.82,7.05,0.51,8.33,4.33,1.54,6.4,2.47,0.03,0.14,3.27,3.1,0.47,1.85,4.04
California,2018,18+,4185.0,5672.0,3742.0,912.0,16858.0,7953.0,3943.0,300.0,1088.0,60.0,288.0,1161.0,883.0,158.0,1892.0,2437.0,13.94,18.89,12.46,3.04,56.15,26.49,13.13,1.9,3.62,0.2,0.96,3.87,2.94,0.53,6.3,8.12
California,2018,18-25,1140.0,1668.0,1065.0,326.0,2346.0,1476.0,617.0,204.0,264.0,13.0,43.0,240.0,317.0,26.0,437.0,637.0,26.81,39.23,25.06,7.68,55.18,34.71,14.52,9.59,6.21,0.31,1.01,5.63,7.45,0.61,10.28,14.99
California,2018,26+,3045.0,4005.0,2676.0,585.0,14513.0,6477.0,3326.0,96.0,824.0,47.0,245.0,922.0,566.0,132.0,1455.0,1800.0,11.82,15.54,10.39,2.27,56.32,25.14,12.91,0.68,3.2,0.18,0.95,3.58,2.2,0.51,5.65,6.98
California,2019,12+,5034.0,6641.0,4459.0,909.0,16475.0,7739.0,3786.0,482.0,1329.0,74.0,315.0,1193.0,1204.0,192.0,2079.0,2915.0,15.2,20.06,13.47,2.75,49.76,23.37,11.43,2.66,4.02,0.22,0.95,3.6,3.63,0.58,6.28,8.8
California,2019,12-17,314.0,477.0,267.0,16.0,268.0,143.0,37.0,176.0,77.0,0.0,3.0,81.0,110.0,11.0,54.0,137.0,10.41,15.82,8.85,0.52,8.87,4.74,1.23,6.83,2.54,0.01,0.1,2.67,3.65,0.36,1.8,4.55
California,2019,18+,4720.0,6163.0,4192.0,894.0,16207.0,7596.0,3748.0,306.0,1253.0,74.0,312.0,1113.0,1093.0,181.0,2025.0,2778.0,15.68,20.48,13.93,2.97,53.86,25.24,12.46,1.94,4.16,0.24,1.04,3.7,3.63,0.6,6.73,9.23
California,2019,18-25,1204.0,1687.0,1106.0,322.0,2275.0,1420.0,553.0,187.0,292.0,8.0,34.0,224.0,356.0,25.0,439.0,673.0,28.83,40.4,26.48,7.71,54.5,34.01,13.24,8.93,7.01,0.2,0.82,5.36,8.53,0.59,10.51,16.12
California,2019,26+,3516.0,4476.0,3086.0,572.0,13932.0,6176.0,3196.0,119.0,960.0,65.0,278.0,889.0,737.0,157.0,1586.0,2105.0,13.57,17.27,11.91,2.21,53.75,23.83,12.33,0.84,3.71,0.25,1.07,3.43,2.85,0.6,6.12,8.12
Colorado,2013,12+,641.0,814.0,547.0,115.0,2623.0,1097.0,914.0,,,,,,,,,,14.9,18.92,12.7,2.67,61.03,25.51,21.25,,,,,,,,,
Colorado,2013,12-17,58.0,75.0,45.0,4.0,53.0,28.0,25.0,,,,,,,,,,14.41,18.76,11.16,0.88,13.1,7.0,6.29,,,,,,,,,
Colorado,2013,18+,583.0,739.0,502.0,112.0,2571.0,1069.0,888.0,,,,,,,,,,14.95,18.94,12.86,2.86,65.95,27.41,22.78,,,,,,,,,
Colorado,2013,18-25,180.0,240.0,164.0,46.0,387.0,248.0,193.0,,,,,,,,,,31.89,42.42,29.05,8.14,68.52,43.95,34.11,,,,,,,,,
Colorado,2013,26+,403.0,499.0,338.0,66.0,2183.0,821.0,695.0,,,,,,,,,,12.09,14.98,10.13,1.97,65.52,24.62,20.87,,,,,,,,,
Colorado,2014,12+,737.0,909.0,654.0,112.0,2698.0,1121.0,866.0,,,,,,,,,,16.82,20.74,14.93,2.57,61.56,25.57,19.77,,,,,,,,,
Colorado,2014,12-17,60.0,85.0,51.0,4.0,58.0,28.0,25.0,,,,,,,,,,14.58,20.81,12.56,0.89,14.25,6.93,6.04,,,,,,,,,
Colorado,2014,18+,678.0,824.0,603.0,109.0,2640.0,1092.0,842.0,,,,,,,,,,17.06,20.74,15.17,2.74,66.42,27.48,21.18,,,,,,,,,
Colorado,2014,18-25,195.0,253.0,180.0,42.0,388.0,239.0,187.0,,,,,,,,,,33.84,43.95,31.24,7.25,67.46,41.46,32.45,,,,,,,,,
Colorado,2014,26+,483.0,571.0,423.0,67.0,2251.0,854.0,655.0,,,,,,,,,,14.21,16.8,12.45,1.97,66.24,25.12,19.27,,,,,,,,,
Colorado,2015,12+,,1033.0,742.0,123.0,2651.0,,882.0,62.0,,17.0,,,,,335.0,,,23.09,16.57,2.75,59.22,,19.71,3.18,,0.38,,,,,7.47,
Colorado,2015,12-17,,76.0,46.0,4.0,52.0,,20.0,27.0,,1.0,,,,,13.0,,,18.35,11.13,0.98,12.55,,4.84,8.16,,0.13,,,,,3.2,
Colorado,2015,18+,,957.0,695.0,119.0,2599.0,,862.0,35.0,,17.0,,,,,321.0,,,23.57,17.12,2.93,63.99,,21.23,2.13,,0.41,,,,,7.91,
Colorado,2015,18-25,,266.0,186.0,51.0,397.0,,174.0,27.0,,6.0,,,,,74.0,,,45.24,31.75,8.62,67.56,,29.65,12.05,,0.95,,,,,12.56,
Colorado,2015,26+,,691.0,509.0,69.0,2202.0,,688.0,8.0,,11.0,,,,,248.0,,,19.91,14.65,1.97,63.39,,19.8,0.53,,0.32,,,,,7.13,
Colorado,2016,12+,785.0,1057.0,728.0,111.0,2628.0,1212.0,766.0,77.0,172.0,16.0,,238.0,138.0,36.0,293.0,388.0,17.18,23.12,15.92,2.42,57.53,26.52,16.76,3.84,3.77,0.35,,5.2,3.02,0.78,6.41,8.49
Colorado,2016,12-17,43.0,68.0,38.0,4.0,43.0,24.0,14.0,26.0,12.0,0.0,,18.0,16.0,2.0,11.0,28.0,10.14,16.21,9.08,1.01,10.16,5.75,3.44,7.74,2.74,0.03,,4.39,3.84,0.55,2.6,6.73
Colorado,2016,18+,743.0,988.0,689.0,106.0,2586.0,1187.0,752.0,51.0,161.0,16.0,,219.0,122.0,33.0,282.0,360.0,17.9,23.82,16.62,2.56,62.33,28.62,18.12,2.99,3.88,0.38,,5.29,2.94,0.81,6.79,8.67
Colorado,2016,18-25,206.0,284.0,192.0,49.0,380.0,261.0,153.0,38.0,52.0,4.0,,57.0,47.0,9.0,69.0,100.0,34.49,47.54,32.2,8.18,63.75,43.8,25.62,15.97,8.77,0.66,,9.61,7.83,1.44,11.53,16.77
Colorado,2016,26+,537.0,705.0,497.0,57.0,2205.0,926.0,599.0,13.0,109.0,12.0,,162.0,75.0,25.0,213.0,260.0,15.11,19.85,14.0,1.62,62.1,26.08,16.86,0.83,3.06,0.34,,4.56,2.12,0.7,6.0,7.32
Colorado,2017,12+,829.0,1155.0,764.0,125.0,2764.0,1253.0,735.0,78.0,183.0,13.0,39.0,227.0,160.0,31.0,293.0,407.0,17.83,24.86,16.43,2.68,59.48,26.97,15.82,3.99,3.93,0.28,0.85,4.87,3.43,0.67,6.3,8.76
Colorado,2017,12-17,42.0,72.0,38.0,3.0,42.0,24.0,14.0,26.0,11.0,0.0,1.0,16.0,17.0,2.0,9.0,24.0,9.83,16.97,9.02,0.79,9.75,5.59,3.22,7.89,2.63,0.04,0.22,3.86,3.88,0.49,2.07,5.6
Colorado,2017,18+,787.0,1083.0,725.0,121.0,2722.0,1229.0,722.0,53.0,171.0,13.0,39.0,210.0,143.0,29.0,284.0,383.0,18.63,25.65,17.18,2.87,64.49,29.12,17.09,3.14,4.06,0.3,0.91,4.98,3.39,0.68,6.73,9.07
Colorado,2017,18-25,201.0,289.0,188.0,49.0,371.0,239.0,151.0,36.0,53.0,3.0,8.0,50.0,57.0,7.0,72.0,115.0,33.95,48.81,31.74,8.32,62.66,40.44,25.51,15.56,9.03,0.54,1.34,8.36,9.66,1.19,12.23,19.39
Colorado,2017,26+,586.0,794.0,537.0,72.0,2351.0,990.0,571.0,16.0,118.0,9.0,31.0,161.0,86.0,22.0,212.0,268.0,16.14,21.88,14.81,1.98,64.79,27.28,15.72,1.09,3.25,0.26,0.84,4.43,2.37,0.6,5.83,7.39
Colorado,2018,12+,928.0,1266.0,819.0,181.0,2905.0,1420.0,808.0,70.0,220.0,16.0,46.0,217.0,223.0,32.0,394.0,533.0,19.64,26.78,17.33,3.82,61.45,30.04,17.1,3.85,4.65,0.35,0.98,4.59,4.71,0.68,8.34,11.28
Colorado,2018,12-17,47.0,73.0,40.0,3.0,45.0,25.0,16.0,25.0,13.0,0.0,1.0,13.0,17.0,2.0,10.0,22.0,10.92,16.93,9.39,0.78,10.54,5.84,3.61,7.65,2.92,0.05,0.18,3.02,4.0,0.38,2.27,5.12
Colorado,2018,18+,881.0,1193.0,779.0,177.0,2859.0,1395.0,793.0,45.0,207.0,16.0,46.0,204.0,205.0,30.0,384.0,511.0,20.51,27.77,18.12,4.13,66.56,32.47,18.45,3.01,4.82,0.38,1.06,4.75,4.78,0.71,8.94,11.9
Colorado,2018,18-25,214.0,289.0,195.0,68.0,382.0,245.0,141.0,29.0,59.0,4.0,9.0,44.0,74.0,7.0,89.0,136.0,36.37,49.23,33.21,11.64,64.98,41.79,24.0,13.09,10.02,0.75,1.57,7.46,12.63,1.14,15.1,23.18
Colorado,2018,26+,668.0,904.0,584.0,109.0,2478.0,1149.0,652.0,15.0,148.0,12.0,36.0,160.0,131.0,24.0,296.0,375.0,18.0,24.37,15.73,2.94,66.81,30.99,17.57,1.32,4.0,0.32,0.98,4.32,3.54,0.64,7.97,10.11
Colorado,2019,12+,924.0,1265.0,836.0,198.0,2885.0,1389.0,784.0,69.0,226.0,17.0,43.0,190.0,240.0,29.0,392.0,537.0,19.24,26.32,17.39,4.12,60.03,28.91,16.32,3.8,4.7,0.35,0.9,3.94,5.0,0.6,8.16,11.18
Colorado,2019,12-17,50.0,76.0,42.0,3.0,46.0,24.0,13.0,26.0,13.0,0.0,1.0,9.0,20.0,2.0,9.0,24.0,11.55,17.6,9.75,0.64,10.69,5.48,3.01,7.97,3.0,0.01,0.17,2.17,4.7,0.36,2.01,5.44
Colorado,2019,18+,874.0,1189.0,794.0,195.0,2838.0,1366.0,771.0,42.0,213.0,17.0,42.0,180.0,220.0,27.0,383.0,514.0,20.0,27.19,18.15,4.46,64.92,31.24,17.64,2.88,4.87,0.38,0.97,4.12,5.03,0.62,8.77,11.75
Colorado,2019,18-25,210.0,286.0,203.0,65.0,368.0,237.0,114.0,29.0,50.0,3.0,8.0,34.0,69.0,5.0,82.0,124.0,35.68,48.54,34.39,10.98,62.49,40.26,19.28,12.49,8.56,0.53,1.36,5.8,11.68,0.8,13.88,21.01
Colorado,2019,26+,664.0,903.0,591.0,130.0,2470.0,1128.0,658.0,13.0,162.0,14.0,34.0,146.0,151.0,23.0,302.0,390.0,17.56,23.86,15.62,3.45,65.3,29.83,17.38,1.21,4.3,0.36,0.91,3.86,4.0,0.6,7.97,10.31
Connecticut,2013,12+,302.0,425.0,272.0,60.0,1846.0,728.0,545.0,,,,,,,,,,9.93,14.0,8.95,1.99,60.72,23.95,17.93,,,,,,,,,
Connecticut,2013,12-17,29.0,46.0,25.0,2.0,41.0,22.0,14.0,,,,,,,,,,9.95,16.02,8.57,0.6,14.18,7.5,4.87,,,,,,,,,
Connecticut,2013,18+,273.0,379.0,247.0,59.0,1805.0,706.0,531.0,,,,,,,,,,9.93,13.78,8.99,2.13,65.61,25.68,19.3,,,,,,,,,
Connecticut,2013,18-25,95.0,148.0,92.0,24.0,250.0,167.0,109.0,,,,,,,,,,25.39,39.41,24.41,6.33,66.54,44.5,28.88,,,,,,,,,
Connecticut,2013,26+,178.0,231.0,156.0,35.0,1555.0,539.0,422.0,,,,,,,,,,7.48,9.72,6.55,1.47,65.46,22.7,17.78,,,,,,,,,
Connecticut,2014,12+,302.0,427.0,259.0,66.0,1828.0,718.0,516.0,,,,,,,,,,9.91,14.0,8.5,2.17,59.92,23.54,16.91,,,,,,,,,
Connecticut,2014,12-17,27.0,45.0,23.0,2.0,37.0,18.0,13.0,,,,,,,,,,9.53,15.65,7.91,0.61,12.77,6.29,4.44,,,,,,,,,
Connecticut,2014,18+,275.0,382.0,237.0,64.0,1791.0,700.0,503.0,,,,,,,,,,9.95,13.83,8.56,2.33,64.8,25.33,18.21,,,,,,,,,
